count	volume	first_ref	form	gloss
1	NT	NT matt 13:22	יְמַעֲכוּ	choke
1	NT	NT matt 13:26	גַּם־הַזּוּנִין	the tares also.
1	NT	NT matt 13:29	וְשֵׁרַשְׁתֶּם	you root up
1	NT	NT matt 14:22	וַיָּאֶץ	And straightway constrained
1	NT	NT matt 15:2	נֹטְלִים	wash
1	NT	NT matt 15:11	הַנִּכְנָס	that which goeth into
1	NT	NT matt 15:17	אֶל־הַכֶּרֶשׂ	into the belly,
1	NT	NT matt 15:19	רְצִיחוֹת	murders,
1	NT	NT matt 15:28	בִתָּהּ	her daughter
1	NT	NT matt 15:31	וְהַקִּטְּעִים	the maimed
1	NT	NT matt 17:12	גַּם־בֶּן־הָאָדָם	shall also the Son of man
1	NT	NT matt 17:24	גַּבָּאֵי	they that received
1	NT	NT matt 18:8	קִטֵּעַ	maimed,
1	NT	NT matt 18:14	שֶׁיֹּאבַד	that should perish.
1	NT	NT matt 18:24	לְחַשֵׁב	to reckon,
1	NT	NT matt 18:27	וַיִּמְחֹל	and forgave
1	NT	NT matt 18:28	וַיַּחְנְקֵהוּ	and took him by the throat,
1	NT	NT matt 18:33	גַם־עָלֶיךָ	you also
1	NT	NT matt 19:12	שֶׁיּוּכַל	is able
1	NT	NT matt 19:21	אֶת־רְכֻשְׁךָ	that you have,
1	NT	NT matt 19:25	הִשְׁתּוֹמֲמוּ	they were amazed
1	NT	NT matt 20:2	וַיִּפְסַק	And when he had agreed
1	NT	NT matt 20:9	הַנִּשְׂכָּרִים	that were hired
1	NT	NT matt 20:12	אֶת־טֹרַח	the burden
1	NT	NT matt 20:12	וְחֻמּוֹ	and heat.
1	NT	NT matt 20:13	פָּסַקְתָּ	agree
1	NT	NT matt 20:19	וְלִצְלֹב	and to crucify
1	NT	NT matt 20:31	לְהַחֲשֹׁתָם	because they should hold their peace:
1	NT	NT matt 21:30	גַּם־אֵלָיו	also.
1	NT	NT matt 21:39	וַיִּדְחָפוּהוּ	and cast
1	NT	NT matt 22:31	אֶת־הַנֶּאֱמָר	that which was spoken
1	NT	NT matt 23:4	לַהֲנִיעָם	to move them
1	NT	NT matt 23:5	אֶת־תְּפִלֵּיהֶם	their phylacteries,
1	NT	NT matt 23:15	גַּיֵּר	make a proselyte of
1	NT	NT matt 23:21	וּבַשׂוֹכֵן	and by him that dwelleth
1	NT	NT matt 23:23	וְאֶת־הַכַּמֹּן	and cummin,
1	NT	NT matt 23:23	וַתַּנִּיחוּ	and have omitted
1	NT	NT matt 23:24	הַמְסַנֲנִים	which strain at
1	NT	NT matt 23:24	אֵת־הַיַּתּוּשׁ	a gnat,
1	NT	NT matt 23:25	וְגַרְגְּרָנוּת	and excess.
1	NT	NT matt 23:27	הַמְסֻיָּדִים	whited
1	NT	NT matt 23:34	וְתִצְלְבוּ	and crucify;
1	NT	NT matt 24:32	יִרְטַב	is yet tender,
1	NT	NT matt 25:5	וַתָּנֹמְנָה	they slumbered
1	NT	NT matt 25:5	וַתֵּרָדַמְנָה	and slept.
1	NT	NT matt 25:7	וַתֵּיטַבְנָה	and trimmed
1	NT	NT matt 25:8	מִשַׁמְנְכֶן	of your oil;
1	NT	NT matt 25:10	הַנְּכֹנוֹת	they that were ready
1	NT	NT matt 25:11	גַּם־יֶתֶר	also the other
1	NT	NT matt 25:24	גַּם־הַלֹּקֵחַ	he which had received
1	NT	NT matt 25:29	וְיַעְדִּיף	and he shall have abundance:
1	NT	NT matt 25:35	וַתַּאֲכִילֻנִי	and you gave me meat:
1	NT	NT matt 25:37	וַנְּכַלְכְּלֶךָ	and fed you?
1	NT	NT matt 25:43	בִקַּרְתֶּם	you visited
1	NT	NT matt 25:44	שֵׁרַתְנוּךָ	minister unto you?
1	NT	NT matt 26:8	הָאִבּוּד	is waste?
1	NT	NT matt 26:53	לִגְיוֹנוֹת	legions
1	NT	NT matt 27:16	מְפֻרְסָם	notable,
1	NT	NT matt 27:20	הִסִּיתוּ	persuaded
1	NT	NT matt 27:29	וַיִּתְלוֹצֲצוּ	and mocked
1	NT	NT matt 27:38	וַיִּצָּלְבוּ	Then were there crucified
1	NT	NT matt 27:46	שְׁבַקְתָּנִי	sabachthani?
1	NT	NT matt 27:65	סִכְרוּהוּ	make it as sure
1	NT	NT matt 28:8	וַתָּרֹצְנָה	and did run
1	NT	NT matt 28:9	וַתֹּאחַזְנָה	and held him
1	NT	NT matt 28:10	וְהַגֵּדְנָה	tell
1	NT	NT matt 28:14	נְפַיְסֵהוּ	will persuade him,
1	NT	NT phm 1:10	עַל־אֳנִיסִימוֹס	concerning-Onesimus
1	NT	NT phm 1:11	גַּם־לְךָ	also-for-you
1	NT	NT phm 1:13	שֶׁיְּשָׁרֲתֵנִי	that-he-might-minister-to-me
1	NT	NT phm 1:22	וְגַם־לִי	and-also-to-me
1	NT	NT php 1:6	שֶׁגַּם־יִגְמְרֶנּוּ	that-also-He-will-complete-it
1	NT	NT php 1:16	מִמְּרִיבָה	from-strife
1	NT	NT php 1:18	שֶׁיֻּכְרַז	that-is-proclaimed
1	NT	NT php 1:30	גַם־לָכֶם	also-to-you
1	NT	NT php 2:13	גַּם־לַחְפֹּץ	both-to-will
1	NT	NT php 2:13	גַּם־לִפְעֹל	and-to-do
1	NT	NT php 2:27	גַּם־עָלַי	also-I-must
1	NT	NT php 2:30	בְּשָׁרֶתְכֶם	in-your-service
1	NT	NT php 3:1	טֹרַח	grievous
1	NT	NT php 3:4	שֶׁגַּם־לִי	that-also-to-me
1	NT	NT php 3:4	שֶׁיָּכֹל	that-he-may
1	NT	NT php 3:8	וָאֶחְשְׁבֵם	and-I-count-them
1	NT	NT php 3:8	לְהַרְוִיחַ	to-gain
1	NT	NT php 3:12	שֶׁהִשַׂגְתִּי	that-I-had-attained
1	NT	NT php 3:12	שֶׁהָשְׁלַמְתִּי	were-already-perfect
1	NT	NT php 3:12	גַּם־הִשִׂיגַנִי	I-am-apprehended-of
1	NT	NT php 3:13	וְאֶשְׁתַּטֵּחַ	and-reaching-forth
1	NT	NT php 3:19	כְּרֵסָם	their-belly
1	NT	NT php 3:20	אֶזְרָחוּתֵנוּ	our-citizenship
1	NT	NT php 4:1	הַחֲבִיבִים	the-beloved-ones
1	NT	NT php 4:3	שֶׁיָּגְעוּ	who-labored
1	NT	NT php 4:10	הֶחֱלַפְתֶּם	you-have-revived
1	NT	NT php 4:10	וְגַם־מַשְׁגִּיחִים	and-also-careful
1	NT	NT php 4:11	לְהִסְתַּפֵּק	to-be-content
1	NT	NT php 4:14	בְּהִתְחַבֶּרְכֶם	in-your-sharing
1	NT	NT php 4:17	בְּחֶשְׁבֹּנְכֶם	to-your-account
1	NT	NT php 4:19	כְּעשֶׁר	according-to-the-riches-of
1	NT	NT rev 1:14	צַחַר	white
1	NT	NT rev 2:2	וְאֶת־סָבְלֶךָ	and-your-patience
1	NT	NT rev 2:3	יָעָפְתָּ	hast-fainted
1	NT	NT rev 2:11	יִנָּזֵק	shall-be-hurt
1	NT	NT rev 2:15	גַּם־בְּךָ	also-in-you
1	NT	NT rev 2:17	אַאֲכִילֶנּוּ	will-I-give-to-eat
1	NT	NT rev 2:17	הַגָּנוּז	hidden
1	NT	NT rev 2:19	וְסָבְלֶךָ	and-your-patience
1	NT	NT rev 2:20	תַנִּיחַ	you-sufferest
1	NT	NT rev 2:27	וְרָעָם	and-he-shall-rule-them
1	NT	NT rev 3:10	מִשְּׁעַת	from-the-hour-of
1	NT	NT rev 3:16	פּוֹשֵׁר	lukewarm
1	NT	NT rev 3:16	אֲקִיאֲךָ	I-will-spue-you-out
1	NT	NT rev 3:18	וְקִלּוּרִית	and-eyesalve
1	NT	NT rev 5:4	וָאֵבְךְּ	and-I-wept
1	NT	NT rev 5:5	חוֹתָמָיו	seals-thereof
1	NT	NT rev 5:9	נִשְׁחַטְתָּ	wast-slain
1	NT	NT rev 6:6	קַבִּים	measures-of
1	NT	NT rev 6:11	שֶׁסּוֹפָם	that-should-be
1	NT	NT rev 7:16	וְשָׁרָב	nor-any-heat
1	NT	NT rev 9:5	לְהַכְאִיבָם	that-they-should-be-tormented
1	NT	NT rev 9:5	וּכְאֵבָם	and-their-torment
1	NT	NT rev 9:8	כִּשְׂעַר	as-the-hair-of
1	NT	NT rev 9:10	וׇעֳקָצִים	and-there-were-stings
1	NT	NT rev 9:10	וְהָשְׁלְטוּ	and-their-power-was
1	NT	NT rev 9:21	וּלְכַשֵּׁף	and-to-use-sorcery
1	NT	NT rev 10:6	שָׁהוּת	time
1	NT	NT rev 11:2	וְאַל־תְּמֻדֶּנָּה	and-measure-it-not
1	NT	NT rev 11:18	קֶצְפְּךָ	your-wrath
1	NT	NT rev 12:9	הַמַּדִּיחַ	which-deceiveth
1	NT	NT rev 13:3	וַתִּשְׁתּוֹמֵם	and-wondered
1	NT	NT rev 13:13	וְנֹתֶנֶת	and-he-doeth
1	NT	NT rev 13:16	יַתְווּ	that-they-should-receive
1	NT	NT rev 14:9	צַלְמָהּ	his-image
1	NT	NT rev 14:12	סַבְלָנוּתָם	the-patience
1	NT	NT rev 15:2	וְאֶת־הַמִּתְגַּבְּרִים	and-them-that-had-victory
1	NT	NT rev 15:6	עַל־חֲזוֹתֵיהֶם	about-their-breasts
1	NT	NT rev 16:11	מִמַּכְאֹבָם	because-of-their-pains
1	NT	NT rev 16:12	לְיַשֵּׁר	to-prepare
1	NT	NT rev 16:17	בַּאֲוִיר	into-the-air
1	NT	NT rev 17:7	הִשְׁתּוֹמַמְתָּ	did-you-marvel
1	NT	NT rev 17:15	וַהֲמֹנִים	and-multitudes
1	NT	NT rev 18:4	וּפֶן־תֻּכּוּ	and-that-you-receive-not
1	NT	NT rev 18:6	שֶׁגָּמְלָה	as-she-rewarded
1	NT	NT rev 18:12	וָשָׁיִשׁ	and-marble
1	NT	NT rev 18:13	וַאֲמוֹמוֹן	and-odors
1	NT	NT rev 18:14	וּמִַצְהִיר	and-goodly
1	NT	NT rev 21:2	הַמְקֻשֶּׁטֶת	adorned
1	NT	NT rev 21:4	וְגַם־אֵבֶל	neither-sorrow
1	NT	NT rev 21:8	רַכֵּי	the-fearful-of
1	NT	NT rev 21:11	הַמַּבְהֶקֶת	clear
1	NT	NT rev 21:20	אַחְלָמָה	amethyst
1	NT	NT rev 22:1	מַבְהִיק	bright
1	NT	NT rev 22:5	יִצְטָרְכוּ	they-need
1	NT	NT rev 22:11	לְהִטַּמֵּא	filthy
1	NT	NT rom 1:10	אַצְלִיחַ	I-might-prosper
1	NT	NT rom 1:16	וְגַם־לַיְּוָנִי	and-also-to-the-Greek
1	NT	NT rom 1:27	וַיֵּחַמּוּ	burned
1	NT	NT rom 1:27	בְּתַאֲוָתָם	in-their-lust
1	NT	NT rom 1:32	גַם־רוֹצִים	also-have-pleasure
1	NT	NT rom 2:1	תְּחַיֵּב	you-condemnest
1	NT	NT rom 2:9	וְגַם־עַל־הַיְּוָנִי	and-also-of-the-Gentile
1	NT	NT rom 2:25	מִילָתְךָ	your-circumcision
1	NT	NT rom 2:27	וְהַמִּילָה	and-circumcision
1	NT	NT rom 2:28	לֹא־הַמְצֻיָּן	not-he-that-is-outward
1	NT	NT rom 3:3	הַיְבַטֵּל	shall-make-without-effect
1	NT	NT rom 3:8	מְחָרֲפֵינוּ	them-which-slander-us
1	NT	NT rom 3:19	שֶׁיִּסָּכֵר	may-be-stopped
1	NT	NT rom 3:20	שֶׁמִּמַּעֲשֵׂי	by-the-deeds-of
1	NT	NT rom 3:27	אֵיזוּ	what
1	NT	NT rom 3:31	הַמְבַטְּלִים	do-we-make-void
1	NT	NT rom 4:5	בַּמַּצְדִּיק	on-him-that-justifieth
1	NT	NT rom 4:12	גַּם־לַמּוּלִים	of-circumcision-also
1	NT	NT rom 4:20	כִּמְחֻסַּר	through-lack-of
1	NT	NT rom 4:22	גַּם־נֶחְשְׁבָה־לּוֹ	it-was-imputed-to-him
1	NT	NT rom 4:23	שֶׁנֶּחְשְׁבָה	that-it-was-imputed
1	NT	NT rom 4:24	לְהֵחָשֵׁב	be-imputed
1	NT	NT rom 5:2	וְנִתְהַלֵּל	and-rejoice
1	NT	NT rom 5:4	עֲמִידָה	experience
1	NT	NT rom 5:5	תָבִישׁ	maketh-ashamed
1	NT	NT rom 5:7	שֶׁיִּשָׂאֵהוּ	would-move-him
1	NT	NT rom 5:9	שֶׁנִּוָּשַׁע	we-shall-be-saved
1	NT	NT rom 5:11	שֶׁמִּתְהַלֲלִים	that-we-joy
1	NT	NT rom 6:4	מְחֻדָּשִׁים	newness-of
1	NT	NT rom 6:5	דְּבוּקִים	planted-together
1	NT	NT rom 6:14	יִשְׂתָּרֵר	shall-have-dominion
1	NT	NT rom 6:18	שֻׁחֲרַרְתֶּם	you-were-made-free
1	NT	NT rom 6:18	הִשְׁתַּעְבַּדְתֶּם	you-became-servants
1	NT	NT rom 6:22	מְשֻׁחֲרָרִים	made-free
1	NT	NT rom 6:22	וּמְשֻׁעְבָּדִים	and-become-servants
1	NT	NT rom 7:6	חִדּוּשׁ	newness-of
1	NT	NT rom 7:7	הַחִמּוּד	lust
1	NT	NT rom 7:8	כׇּל־חִמּוּד	all-manner-of-concupiscence
1	NT	NT rom 7:11	וַיְמִיתֵנִי	and-slew-me
1	NT	NT rom 7:13	שֶׁיֵּרָאֶה	might-appear
1	NT	NT rom 7:23	הַלּחֵם	warring-against
1	NT	NT rom 8:3	שֶׁנֶּחֱלַשׁ	was-weak
1	NT	NT rom 8:4	שֶׁתְּקֻיַּם	might-be-fulfilled
1	NT	NT rom 8:7	שֶׁמַּחֲשֶׁבֶת	the-mind-of
1	NT	NT rom 8:7	תִשְׁתַּעְבֵּד	is-subject
1	NT	NT rom 8:18	שֶׁעִנּוּיֵי	that-the-sufferings-of
1	NT	NT rom 8:25	וְנוֹחִיל	with-patience
1	NT	NT rom 8:30	גַּם־הִצְדִיק	he-also-justified
1	NT	NT rom 8:34	יַאֲשִׁימֵם	that-condemneth
1	NT	NT rom 8:39	לְהַפְרִידֵנוּ	to-separate-us
1	NT	NT rom 9:23	גַּם־אֶת־עשֶׁר	also-the-riches-of
1	NT	NT rom 10:2	שֶׁמְּקַנְּאִים	that-they-have-a-zeal
1	NT	NT rom 10:12	הַפְרֵשׁ	difference
1	NT	NT rom 10:19	אַקְנִיאֲכֶם	will-provoke-you-to-jealousy
1	NT	NT rom 11:11	הַקְנִיאָם	to-provoke-them-to-jealousy
1	NT	NT rom 11:12	וְנִזְקָם	and-their-loss
1	NT	NT rom 11:16	הָעִסָּה	the-lump
1	NT	NT rom 11:17	וְנִתְחַבַּרְתָּ	and-partakest
1	NT	NT rom 11:21	גַּם־עָלֶיךָ	also-you
1	NT	NT rom 11:23	לְהַרְכִּיבָם	to-graff-them-in
1	NT	NT rom 11:24	שֶׁיֻּרְכְּבוּ	shall-be-graffed
1	NT	NT rom 11:25	טִמְטוּם	blindness-of
1	NT	NT rom 11:31	חֲנִינַתְכֶם	your-mercy
1	NT	NT rom 12:7	יַעֲסֹק	wait-on
1	NT	NT rom 12:8	בְּסֵבֶר	with-cheerfulness
1	NT	NT rom 12:10	מְחַבְּבִים	being-kindly-affectioned
1	NT	NT rom 13:1	נִתְמַנּוּ	are-ordained
1	NT	NT rom 13:9	הַמַּאֲמָר	the-saying
1	NT	NT rom 13:10	לָרֵע	to-his-neighbor
1	NT	NT rom 14:2	שֶׁמֻּתָּר	he-may
1	NT	NT rom 14:2	וְהֶחָלוּשׁ	and-he-that-is-weak
1	NT	NT rom 14:14	שֶׁיַּחְשְׁבֶנּוּ	that-esteemeth-it
1	NT	NT rom 14:15	בְּאׇכְלְךָ	with-your-meat
1	NT	NT rom 15:18	לֹא־אָעֵז	I-dare-not
1	NT	NT rom 15:20	בְּהִשְׁתַּדְּלִי	yea-so-have-I-strived
1	NT	NT rom 15:30	בְּהַעְתִּירְכֶם	in-your-prayers
1	NT	NT rom 16:4	גַּם־כׇּל־קְהִלּוֹת	also-all-the-churches-of
1	NT	NT rom 16:23	הַמְאָרֵחַ	host-of
1	NT	NT rom 16:25	וְכִקְרִיאַת	and-the-preaching-of
1	NT	NT rom 16:26	נִתְפַּרְסֵם	is-made-manifest
1	NT	NT tit 1:10	וּמַתְעֵי	and-deceivers
1	NT	NT tit 1:12	כְּרֵשִׂים	slow
1	NT	NT tit 2:2	משְׁלִים	sober
1	NT	NT tit 2:3	דַרְכָּן	in-behavior
1	NT	NT tit 2:6	תַּזְהִיר	exhort
1	NT	NT tit 2:9	וְיִתְרַצּוּ	and-to-please-them-well
1	NT	NT tit 2:14	הַזָּרִיז	zealous
1	NT	NT tit 2:15	וְתַזְהִיר	and-exhort
1	NT	NT tit 3:1	וְלַשִּׁלְטוֹנִים	and-powers
1	NT	NT tit 3:3	וְתוֹעִים	deceived
1	NT	NT tit 3:5	וְחִדּוּשׁ	renewing-of
1	NT	NT tit 3:8	שֶׁתְּקַיֵּם	that-you-affirm-constantly
1	D&C	D&C dc101_110 1:9	אֶזְנְחֵם	I will cast them off
1	D&C	D&C dc101_110 1:19	יִתְקַיְּמוּ	might be fulfilled
1	D&C	D&C dc101_110 1:41	יִוָּסְרוּ׃	be chastened—
1	D&C	D&C dc101_110 1:53	חוֹמוֹתָיו	the walls thereof—
1	D&C	D&C dc101_110 1:53	לְהֵרָדֵם	have fallen asleep,
1	D&C	D&C dc101_110 1:55	לְהִשָּׁאֵר׃	to tarry;
1	D&C	D&C dc101_110 1:61	חוֹתָמִי	my seal
1	D&C	D&C dc101_110 1:81	לְהִתְעַלֵּף	to faint,
1	D&C	D&C dc101_110 1:82	חָשַׁשׁ	regarded
1	D&C	D&C dc101_110 1:84	תַּלְאֶה	she weary
1	D&C	D&C dc101_110 1:89	יַרְגִּיז	vex
1	D&C	D&C dc101_110 1:92	לְצַעֲקַתְכֶם	unto your cries,
1	D&C	D&C dc101_110 1:2	תָּקֹמְנָה	might arise
1	D&C	D&C dc101_110 1:2	לְהִתְיַשֵּׁב	settled
1	D&C	D&C dc101_110 1:10	וּזְכוּתוֹ	and it is his privilege
1	D&C	D&C dc101_110 1:17	זוּגִיִּים	even
1	D&C	D&C dc101_110 1:17	וְי״ב	and 12
1	D&C	D&C dc101_110 1:6	עַצְמָהּ׃	very itself
1	D&C	D&C dc101_110 1:14	נַחֲלוֹתֵיהֶם׃	their inheritances.
1	D&C	D&C dc101_110 1:26	בְּהִנָּקְמִי	in avenging me
1	D&C	D&C dc101_110 1:36	כׇּל־נִצָּחוֹן	All victory
1	D&C	D&C dc101_110 1:2	בְּהַבְטָחָה	With promise
1	D&C	D&C dc101_110 1:10	תִּמְסְרוּהוּ	that you shall deliver him over
1	D&C	D&C dc101_110 1:16	בְּהַשְׁפָּלַת	shall be exalted, in that are made low
1	D&C	D&C dc101_110 1:18	בְּיִסּוּרִים׃	being in torment.
1	D&C	D&C dc101_110 1:20	הַבֻּרְסְקִי	the tannery
1	D&C	D&C dc101_110 1:48	הִתְאַרְגְּנָם	they are organized
1	D&C	D&C dc101_110 1:58	לְהִתְאַרְגֵּן	to organize yourselves,
1	D&C	D&C dc101_110 1:71	יִשְׁתַּמְּשׁוּ	be used,
1	D&C	D&C dc101_110 1:80	לְהַצָּלַתְכֶם׃	for your deliverance
1	D&C	D&C dc101_110 1:82	הַנִּצָּחוֹן׃	the victory.
1	D&C	D&C dc101_110 1:84	זְכוּתְכֶם׃	your privilege
1	D&C	D&C dc101_110 1:22	יִתְקַיְּמוּ׃	shall be fulfilled.
1	D&C	D&C dc101_110 1:31	וְדִגְלָיו	and that her banners
1	D&C	D&C dc101_110 1:34	גְאֻלָּתָהּ׃	her redemption
1	D&C	D&C dc101_110 1:2	וְיַטִּיף	And should preach
1	D&C	D&C dc101_110 1:15	רְשׁוּתָהּ׃	authority of the same.
1	D&C	D&C dc101_110 1:18	הָרוּחָנִיּוֹת׃	spiritual—
1	D&C	D&C dc101_110 1:26	הַמְיֻחָדִים	special
1	D&C	D&C dc101_110 1:31	עֲקָרִים	unfruitful
1	D&C	D&C dc101_110 1:36	סַנְהֶדְרִיּוֹת	The councils of
1	D&C	D&C dc101_110 1:53	עוֹנְדִי	ondi-
1	D&C	D&C dc101_110 1:62	וְגַם׃	and also the deacons
1	D&C	D&C dc101_110 1:68	הַזְּמַנִּיִּים׃	temporal
1	D&C	D&C dc101_110 1:71	לְהֻפְרָשׁ	be set apart
1	D&C	D&C dc101_110 1:77	הַסַּנְהֶדְרִיּוֹת	the councils
1	D&C	D&C dc101_110 1:96	מֵהֶכְרֵחַ׃	of necessity
1	D&C	D&C dc101_110 1:6	וְיִתְקַיֵּם	And it shall be fulfilled
1	D&C	D&C dc101_110 1:9	תִּשָּׁפַכְנָה	shall be poured out,
1	D&C	D&C dc109 1:10	לִכְבוֹדְךָ	to your honor
1	D&C	D&C dc109 1:31	בְּהֵעִידָם	in bearing record
1	D&C	D&C dc109 1:36	מְפֻצָּלוֹת	cloven
1	D&C	D&C dc109 1:36	וּפֵרוּשָׁן׃	and the interpretation thereof.
1	D&C	D&C dc109 1:37	סוֹעָה	rushing
1	D&C	D&C dc109 1:38	וּבְהַכְרִיזָם	and proclaim
1	D&C	D&C dc109 1:39	מִנּוּיֶיךָ	your appointment,
1	D&C	D&C dc109 1:43	בְּהַשְׁמָדַת	in the destruction
1	D&C	D&C dc109 1:54	הָעִקָּרִים	those principles,
1	D&C	D&C dc109 1:59	יִתְגַּלְגֵּל	may roll on
1	D&C	D&C dc109 1:62	לְהִגָּאֵל׃	to be redeemed;
1	D&C	D&C dc109 1:66	מִמִּרְדֵיהֶם׃	their rebellions
1	D&C	D&C dc109 1:72	וְסוֹבְלֵיהֶם	and afflicted ones,
1	D&C	D&C dc109 1:74	וְתָמֵס	and cause to flow down
1	D&C	D&C dc109 1:79	נְעָרֵב	we may mingle
1	D&C	D&C dc109 1:79	הַמְּאִירִים	bright,
1	D&C	D&C dc111_120 1:1	בַּמַּסָּע	journey,
1	D&C	D&C dc111_120 1:5	לְחוֹבוֹתֵיכֶם	about your debts,
1	D&C	D&C dc111_120 1:5	אַזְהָרָתְךָ	your warning
1	D&C	D&C dc111_120 1:9	לַפּוֹשֵׁעַ	unto the transgressor;
1	D&C	D&C dc111_120 1:14	אֶת־צְלַבְכֶם	your cross,
1	D&C	D&C dc111_120 1:21	וּמֻרְשִׁים	duly recommended and authorized
1	D&C	D&C dc111_120 1:3	הַחֹטֶר	the rod
1	D&C	D&C dc111_120 1:6	בְּלֹא־מֶזֶג	without mixture
1	D&C	D&C dc11_20 1:15	תִּקָּרֵא׃	you are called
1	D&C	D&C dc11_20 1:5	וְהֵעַדְתֶּם	and you shall testify
1	D&C	D&C dc11_20 1:18	וְאֶסּוֹג׃	and shrink
1	D&C	D&C dc11_20 1:20	אֶת־הׇעֳנָשִׁים	these punishments
1	D&C	D&C dc11_20 1:20	טָעַמְתָּ	you have tasted
1	D&C	D&C dc11_20 1:26	לְהַדְפָּסַת	to the printing of
1	D&C	D&C dc11_20 1:30	אֶת־הַמְחָרְפִים׃	against revilers
1	D&C	D&C dc11_20 1:33	תָּקֵל	you will slight
1	D&C	D&C dc11_20 1:35	חָל	is incurred
1	D&C	D&C dc11_20 1:35	הַמַּדְפִּיס	the printer
1	D&C	D&C dc11_20 1:8	בָּאֶמְצָעִים	by the means
1	D&C	D&C dc11_20 1:10	וְהֻשְׁמַע	and is declared
1	D&C	D&C dc11_20 1:16	הַנֶּהְדָּרָה	glorious
1	D&C	D&C dc11_20 1:26	הֵעִירָם	they were inspired
1	D&C	D&C dc11_20 1:31	וּמַדָּעָם	and minds
1	D&C	D&C dc11_20 1:37	וְנֶחְרָצִים	having a determination
1	D&C	D&C dc11_20 1:41	אֶת־הַנִּטְבָּלִים	those who are baptized
1	D&C	D&C dc11_20 1:50	וְיַטְבִּיל׃	and baptize
1	D&C	D&C dc11_20 1:68	הִתְקַבְּלָם	they are received
1	D&C	D&C dc11_20 1:80	הַנִּתְפָּס	being overtaken
1	D&C	D&C dc121_130 1:1	אֶת־מִסְתָּרֶךָ׃	your hiding place?
1	D&C	D&C dc121_130 1:4	וּמִסְתָּרֶךָ	and your hiding place
1	D&C	D&C dc121_130 1:7	צָרָתְךָ	your adversity
1	D&C	D&C dc121_130 1:10	יַאֲשִׁימוּךָ	charge you
1	D&C	D&C dc121_130 1:11	וְהַמַּאֲשִׁימִים	and they who charge
1	D&C	D&C dc121_130 1:12	וּזְמַנִּים	and seasons,
1	D&C	D&C dc121_130 1:20	טַנְאָם	Their basket
1	D&C	D&C dc121_130 1:33	גּוֹלְלִים	rolling
1	D&C	D&C dc121_130 1:36	קְשׁוּרוֹת	are connected
1	D&C	D&C dc121_130 1:41	בְּפִתּוּי	by persuasion,
1	D&C	D&C dc121_130 1:46	וְשַׁרְבִיטְךָ	and your scepter
1	D&C	D&C dc121_130 1:6	יְסֹבְבוּךָ	prowl around you
1	D&C	D&C dc121_130 1:7	יִפְעַר	shall gape open
1	D&C	D&C dc121_130 1:2	הַנְּזָקִים	of damages
1	D&C	D&C dc121_130 1:5	הָעִתִּיִּים	the periodical
1	D&C	D&C dc121_130 1:10	וְהַמַּשְׁחִירִים	and blackening
1	D&C	D&C dc121_130 1:10	לְהַרְעִיד	to make shudder,
1	D&C	D&C dc121_130 1:16	בְּהִשָּׁמְרָהּ	by being kept
1	D&C	D&C dc121_130 1:1	וּבְהוֹדָאוֹתֶיךָ	and acknowledgments,
1	D&C	D&C dc121_130 1:2	תְּמֻרְטֶטֶת	shall be polished
1	D&C	D&C dc121_130 1:5	יִקְרֵם	shall befall them
1	D&C	D&C dc121_130 1:17	וְאַכְתִּירֵהוּ	and will crown him
1	D&C	D&C dc121_130 1:23	הָעֵיף	the weary
1	D&C	D&C dc121_130 1:26	עַתִּיקוֹת	of antiquities,
1	D&C	D&C dc121_130 1:26	וְהַתִּדְהָר	and the pine tree,
1	D&C	D&C dc121_130 1:39	נִסְדָּרִים	are ordained
1	D&C	D&C dc121_130 1:50	הַמְעַכְּבִים	those who hindered
1	D&C	D&C dc121_130 1:53	וּבְעָשֶׁק	and by oppression,
1	D&C	D&C dc121_130 1:55	וְאַכְתִּיר	and crown you
1	D&C	D&C dc121_130 1:67	אֶת־הַמְּנָיָה׃	the stock
1	D&C	D&C dc121_130 1:68	כׇּל־מְנָיָה	any stock
1	D&C	D&C dc121_130 1:69	בַּמְּנָיָה	that stock,
1	D&C	D&C dc121_130 1:71	הַסְכָּמַת	the consent of
1	D&C	D&C dc121_130 1:86	וְיַמְשִׁיכוּ	and shall continue
1	D&C	D&C dc121_130 1:88	תְּנִיעֵהוּ	shall move him
1	D&C	D&C dc121_130 1:88	וּבִשְׁקִידָה	and diligently
1	D&C	D&C dc121_130 1:99	הָאָרְסִי	poisonous
1	D&C	D&C dc121_130 1:104	וְהוֹדָאוֹת	and acknowledgments
1	D&C	D&C dc121_130 1:105	וְיוֹשִׁיב	and let him locate
1	D&C	D&C dc121_130 1:115	הַהֶסְכֵּם	the contract
1	D&C	D&C dc121_130 1:121	יַסְכִּימוּ	shall be agreed
1	D&C	D&C dc121_130 1:123	הַשַּׁיָּכוֹת	belonging
1	D&C	D&C dc121_130 1:124	לַהַבְטָחָה	of promise
1	D&C	D&C dc121_130 1:126	לְכׇל־הַכְּנֵסִיָּה׃	for the whole church.
1	D&C	D&C dc121_130 1:145	בְּבִנְיַתְכֶם	when you build
1	D&C	D&C dc121_130 1:2	בְּמַסָּעֶיךָ	in journeyings
1	D&C	D&C dc121_130 1:1	בַּהֲקִימָם	in the getting up of
1	D&C	D&C dc121_130 1:1	כׇּל־חוֹבוֹתַי	all my debts
1	D&C	D&C dc121_130 1:1	בְּמָסְרָם	by turning out
